area,balconynum,balconysize,category,community,floor,gardennum,gardensize,id,listprice,name,onboarddate,roominfo,size,totalfloor,unitprice
留园西园,1,7.36,普通住宅,倪家桥,高,0,0,107102505966,255,倪家桥 复式大四房 可住三代人 业主诚心出售_苏州姑苏留园西园倪家桥二手房(苏州链家),2020-05-09,4室2厅,148.18, (共5层),17209
胥江,1,8.76,普通住宅,解放新村,高,0,0,107102507238,340,解放新村2002年房龄 自住精装修 复式超大面积 大晒台_苏州姑苏胥江解放新村二手房(苏州链家),2020-05-09,5室2厅,122, (共6层),27869
十全街,0,0,普通住宅,木杏新村,低,0,0,107102508183,440,新上木杏新村养蚕里 单价 平直振华未用 优质房_苏州姑苏十全街木杏新村二手房(苏州链家),2020-05-10,4室2厅,122.39, (共3层),35951
胥江,3,26.37,普通住宅,姑香苑,高,0,0,107102509664,344,姑香远三期五楼复式诚意出售带自车库，可拎包入住_苏州姑苏胥江姑香苑二手房(苏州链家),2020-05-10,4室3厅,188, (共6层),18298
南门,0,0,别墅,桂花新村,低,1,73.09,107102510025,1360,古城区  双拼别墅房东移民诚心出售_苏州姑苏南门桂花新村二手房(苏州链家),2020-05-10,6室3厅,308, (共4层),44156
桃花坞,0,0,普通住宅,包衙前,低,0,0,107102510060,350,包衙前 4室2厅 350万_苏州姑苏桃花坞包衙前二手房(苏州链家),2020-05-10,4室2厅,120, (共2层),29167
金门,0,0,别墅,寒舍,低,0,0,107102510291,680,新出 寒舍E户型 南进门 精装修  保养好_苏州姑苏金门寒舍二手房(苏州链家),2020-05-10,4室2厅,223, (共3层),30494
胥江,0,0,普通住宅,公园天下,高,0,0,107102510622,480,公园天下，5楼复式，客厅挑空的，自住装修，诚心出售_苏州姑苏胥江公园天下二手房(苏州链家),2020-05-10,5室2厅,240, (共5层),20000
苏州大学,0,0,普通住宅,苏大北小区,高,0,0,107102511793,350,姑苏河畔苏大北小区精装5楼复式精装带独立车库_苏州姑苏苏州大学苏大北小区二手房(苏州链家),2020-05-10,4室2厅,155, (共5层),22581
平江新城,1,4.45,普通住宅,苏锦一村,高,0,0,107102513100,360,苏锦一村 6室3厅 360万_苏州姑苏平江新城苏锦一村二手房(苏州链家),2020-05-10,6室3厅,169, (共6层),21302
娄门,1,10.77,普通住宅,塘坊苑,高,0,0,107102513460,260,精装复式 自住保养好 满五 环境优雅 购物方便_苏州姑苏娄门塘坊苑二手房(苏州链家),2020-05-11,4室1厅,115, (共5层),22609
平江新城,0,0,普通住宅,梅花新村,高,0,0,107102513685,195,房间都比较大适合 看房方便 好房_苏州姑苏平江新城梅花新村二手房(苏州链家),2020-05-11,5室2厅,85.5, (共6层),22808
十全街,1,6.24,普通住宅,锦沧花园,高,0,0,107102514825,595,锦沧花园复式，自行车库，汽车库（另算）_苏州姑苏十全街锦沧花园二手房(苏州链家),2020-05-11,5室2厅,160.32, (共5层),37114
葑门,0,0,别墅,冠南苑,低,0,0,107102514828,970,精装联排别墅，北进门，南花园，位置好，诚心出售_苏州姑苏葑门冠南苑二手房(苏州链家),2020-05-11,4室2厅,235, (共3层),41277
平江新城,0,0,普通住宅,平江风华,低,2,43.73,107102514883,720,平江风华，新小区，叠加别墅带地下室，南+北双花园。_苏州姑苏平江新城平江风华二手房(苏州链家),2020-05-11,4室2厅,210.62, (共6层),34185
胥江,0,0,普通住宅,梅亭苑,高,0,0,107102515970,210,梅亭苑 4室3厅 210万_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-05-11,4室3厅,132.93, (共5层),15798
金门,0,0,普通住宅,干将西路1301号,低,0,0,107102516293,360,干将西路1301号  沿街商铺 房东诚心出售！_苏州姑苏金门干将西路1301号二手房(苏州链家),2020-05-11,4室2厅,144.58, (共6层),24900
留园西园,0,0,普通住宅,鑫苑景园,低,1,38.74,107102518254,360,鑫苑景园一楼南边带院子，精装修自住保养好，采光好_苏州姑苏留园西园鑫苑景园二手房(苏州链家),2020-05-11,4室2厅,129, (共6层),27907
虎丘,1,6.21,普通住宅,虎阜花园东区,高,0,0,107102518910,310,虎阜花园东区 四楼复式 精装修 房东自住 满2年_苏州姑苏虎丘虎阜花园东区二手房(苏州链家),2020-05-12,4室2厅,121, (共4层),25620
金阊新城,0,0,普通住宅,宝邻苑,高,0,0,107102518458,175,此房满五年，房东诚心出售，带独立车库_苏州姑苏金阊新城宝邻苑二手房(苏州链家),2020-05-12,4室2厅,71, (共6层),24648
桃花坞,1,7.83,普通住宅,中景小区,低,0,0,107102519030,458,景范东实小双xue区，房龄新，地段好，近地铁。_苏州姑苏桃花坞中景小区二手房(苏州链家),2020-05-12,4室1厅,118, (共3层),38814
桃花坞,0,0,普通住宅,贻德里,低,0,0,107102519151,145,房卡房 独门户 自住装修 出脚方便_苏州姑苏桃花坞贻德里二手房(苏州链家),2020-05-12,4室1厅,74.31, (共2层),19513
南门,2,21.63,普通住宅,盘福苑,高,0,0,107102519217,330,盘福苑 4室2厅 330万_苏州姑苏南门盘福苑二手房(苏州链家),2020-05-12,4室2厅,119, (共5层),27732
沧浪新城,1,12.08,普通住宅,承信小区,高,0,0,107102520152,389,满五，带独库，空间大楼层好，采光刺眼_苏州姑苏沧浪新城承信小区二手房(苏州链家),2020-05-12,5室2厅,190, (共4层),20474
平江新城,0,0,普通住宅,官渎花园,高,0,0,107102496506,168,官渎花园 复式两层 楼下57.5平方楼上按一半面积_苏州姑苏平江新城官渎花园二手房(苏州链家),2020-05-07,4室0厅,81.7, (共5层),20564
沧浪新城,2,19.91,普通住宅,友联一村,高,0,0,107102450009,285,不靠马路  房子面积大 比产证面积大  精装修_苏州姑苏沧浪新城友联一村二手房(苏州链家),2020-04-27,6室2厅,103.41, (共5层),27561
金门,0,0,别墅,干将名邸,低,0,0,107102451425,1350,联排诚心出售，精装修，包含院子露台。_苏州姑苏金门干将名邸二手房(苏州链家),2020-04-27,4室3厅,341, (共3层),39590
南门,2,24.58,普通住宅,南环一村,低,0,0,107102452678,300,南环一村 4室2厅 300万_苏州姑苏南门南环一村二手房(苏州链家),2020-04-27,4室2厅,151.36, (共3层),19821
娄门,2,30.14,普通住宅,日规路1号,高,0,0,107102455062,268,房龄新 经典空中花园  满五年唯一住房_苏州姑苏娄门日规路1号二手房(苏州链家),2020-04-28,4室2厅,105, (共6层),25524
留园西园,1,10.78,别墅,丽景花苑,低,1,61.18,107102452298,775,一楼带院，户型方正，客厅大 ，视野开阔_苏州姑苏留园西园丽景花苑二手房(苏州链家),2020-04-27,6室1厅,250, (共1层),31000
南门,2,14.61,普通住宅,东大街12号院,高,0,0,107102458361,235,此房满五年，复式，视野开阔，采光充足，实用空间大_苏州姑苏南门东大街12号院二手房(苏州链家),2020-04-29,4室3厅,83.73, (共5层),28067
平江新城,1,11.27,普通住宅,大观花园,高,0,0,107102459598,460,大观花园 5室3厅 460万_苏州姑苏平江新城大观花园二手房(苏州链家),2020-04-29,5室3厅,180, (共5层),25556
平江新城,1,13.25,普通住宅,苏江花园,高,0,0,107102459731,435,苏江花园 新上复式精装房开阔视野随时看房配套成熟_苏州姑苏平江新城苏江花园二手房(苏州链家),2020-04-29,5室2厅,196.85, (共5层),22099
沧浪新城,2,9.7,普通住宅,友联二村,高,0,0,107102463665,275,复式阁楼，全明户型，视野开阔采光充足，配套齐全。_苏州姑苏沧浪新城友联二村二手房(苏州链家),2020-04-30,4室2厅,88.3, (共5层),31144
苏州大学,1,11.55,普通住宅,庄先湾6号,高,0,0,107102464423,360,庄先湾6号 4室2厅 360万_苏州姑苏苏州大学庄先湾6号二手房(苏州链家),2020-04-30,4室2厅,120, (共6层),30000
齐门,0,0,普通住宅,北园新村,高,0,0,107102466619,360,上叠复式 带南北大露台 三房朝南 格局好_苏州姑苏齐门北园新村二手房(苏州链家),2020-05-01,4室2厅,114, (共4层),31579
金门,2,22.97,普通住宅,采香花园,高,0,0,107102470122,395,采香花园4L复式好房 6房3卫看房方便_苏州姑苏金门采香花园二手房(苏州链家),2020-05-02,6室2厅,119.5, (共4层),33055
十全街,0,0,普通住宅,相王路49号,低,0,0,107102471461,468,小区中间位置，相王路振华带城楼层好 诚心出售_苏州姑苏十全街相王路49号二手房(苏州链家),2020-05-02,4室2厅,126, (共3层),37143
胥江,1,2.68,普通住宅,梅亭苑,高,0,0,107102472053,220,梅亭苑 4室2厅 220万_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-05-02,4室2厅,132, (共5层),16667
金门,0,0,别墅,寒舍,低,0,0,107102472145,568,568万古城中式别墅小区里面带花园_苏州姑苏金门寒舍二手房(苏州链家),2020-05-02,4室2厅,200.8, (共3层),28287
留园西园,1,5.91,普通住宅,钱塘家园,高,0,0,107102473876,330,钱塘家园 4室2厅 330万_苏州姑苏留园西园钱塘家园二手房(苏州链家),2020-05-02,4室2厅,150, (共5层),22000
葑门,0,0,普通住宅,现代花园,高,0,0,107102476950,270,现代花园 4室2厅 270万_苏州姑苏葑门现代花园二手房(苏州链家),2020-05-03,4室2厅,112, (共5层),24108
金阊新城,0,0,普通住宅,富强新苑二区,高,0,0,107102479204,298,富强新苑顶复包汽车库自行车库自住精装修满5唯一_苏州姑苏金阊新城富强新苑二区二手房(苏州链家),2020-05-04,5室2厅,189, (共5层),15768
胥江,1,2.7,普通住宅,梅亭苑,高,0,0,107102482519,192,姑苏区梅亭苑小区，4房自住精装，保养好，可自做晒台_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-05-04,4室2厅,96, (共5层),20000
平江新城,1,3.98,普通住宅,大观花园,高,0,0,107102482839,455,急售！19年50万装修 复式 二楼三米层高  含汽车库23平_苏州姑苏平江新城大观花园二手房(苏州链家),2020-05-04,5室3厅,182, (共5层),25000
留园西园,1,10.81,普通住宅,春馨园D区,高,0,0,107102483561,198,顶带阁楼 采光好 利用率高 视野宽阔_苏州姑苏留园西园春馨园D区二手房(苏州链家),2020-05-04,5室3厅,120, (共5层),16500
十全街,1,20.92,普通住宅,南石皮弄,低,0,0,107102484587,430,南石皮弄 5室2厅 430万_苏州姑苏十全街南石皮弄二手房(苏州链家),2020-05-05,5室2厅,160, (共2层),26875
南门,0,0,普通住宅,南园新村小区,高,0,0,107102485540,298,此房满五唯一，格局好，三开间朝南，采光充足。。。_苏州姑苏南门南园新村小区二手房(苏州链家),2020-05-05,5室2厅,88.2, (共5层),33787
娄门,0,0,普通住宅,永林新村,高,0,0,107102486108,450,急售！双平江！永林新村，菜市场旁边，位置好，带阁楼_苏州姑苏娄门永林新村二手房(苏州链家),2020-05-05,4室2厅,146.97, (共6层),30619
金门,0,0,普通住宅,彩香二村,低,1,15.6,107102487345,314.5,彩香大面积一楼带院子，看房方便_苏州姑苏金门彩香二村二手房(苏州链家),2020-05-05,4室2厅,119.1, (共6层),26407
金阊新城,0,0,普通住宅,宝邻苑,高,0,0,107102494069,255,金阊新城宝邻苑顶带阁好房出售中_苏州姑苏金阊新城宝邻苑二手房(苏州链家),2020-05-07,4室1厅,101, (共6层),25248
胥江,1,12.93,普通住宅,劳动路95号,高,0,0,107102495113,286,轻轨口劳动路95号精装修全明顶楼复式，带独库_苏州姑苏胥江劳动路95号二手房(苏州链家),2020-05-07,4室2厅,167, (共6层),17126
苏州大学,2,22.82,别墅,万科长风别墅,低,2,53.63,107102495224,1600,万科长风别墅  50平院子、2个车位_苏州姑苏苏州大学万科长风别墅二手房(苏州链家),2020-05-07,4室2厅,304.08, (共3层),52618
平江新城,0,0,普通住宅,新天地家园北区,高,0,0,107102495908,279,新天地家园北区   四房两卫  草桥 善耕_苏州姑苏平江新城新天地家园北区二手房(苏州链家),2020-05-07,4室2厅,106, (共4层),26321
齐门,2,18.31,别墅,华润平门府,低,2,110.88,107102442814,1560,华润平门府，纯别墅小区，自住精装，房东诚心出售。_苏州姑苏齐门华润平门府二手房(苏州链家),2020-04-25,5室2厅,293, (共2层),53243
平江新城,2,12.77,普通住宅,梅花新村,高,0,0,107102398388,272,大四房 房东诚心出售 户型好 采光佳_苏州姑苏平江新城梅花新村二手房(苏州链家),2020-04-16,4室2厅,110.27, (共6层),24667
虎丘,2,11.17,普通住宅,虎阜花园西区,高,0,0,107102402883,303,满二，精装修，可以直接拎包入住！_苏州姑苏虎丘虎阜花园西区二手房(苏州链家),2020-04-17,4室2厅,148, (共5层),20473
南门,1,14.26,普通住宅,南园南路25号,高,0,0,107102402800,350,此房顶楼复式，四房， 采光良好 格局优秀_苏州姑苏南门南园南路25号二手房(苏州链家),2020-04-17,4室2厅,90, (共6层),38889
葑门,1,5.57,别墅,冠南苑,低,2,55.54,107102402951,947.8,冠南苑中式联排别墅 精装诚心出售！_苏州姑苏葑门冠南苑二手房(苏州链家),2020-04-17,4室2厅,236.75, (共3层),40034
平江路,1,25.62,别墅,兰亭苑,低,1,22.15,107102402966,700,平江路 兰亭苑  两层半联排别墅 精装修_苏州姑苏平江路兰亭苑二手房(苏州链家),2020-04-17,4室2厅,187, (共1层),37434
沧浪新城,2,20.18,普通住宅,友联一村,高,0,0,107102404065,235,友联一村 4室2厅 235万_苏州姑苏沧浪新城友联一村二手房(苏州链家),2020-04-17,4室2厅,163, (共6层),14418
金阊新城,0,0,普通住宅,南山金城1958,低,2,72.3,107102405298,425,南山金城1958 4室2厅 425万_苏州姑苏金阊新城南山金城1958二手房(苏州链家),2020-04-17,4室2厅,141.7, (共6层),29993
苏州大学,3,48.84,普通住宅,东环路1199号,高,0,0,107102408096,470,空中叠加，满五年唯一，精装修，诚心出售_苏州姑苏苏州大学东环路1199号二手房(苏州链家),2020-04-18,4室2厅,239.7, (共4层),19608
娄门,0,0,普通住宅,永林北区,高,0,0,107102415077,309,5楼复式，实用面积170，三开间朝南，房龄新，有车位_苏州姑苏娄门永林北区二手房(苏州链家),2020-04-19,4室2厅,101.7, (共5层),30384
苏州大学,1,21.07,普通住宅,新湘苑,高,0,0,107102419795,490,新湘苑 4室3厅 490万_苏州姑苏苏州大学新湘苑二手房(苏州链家),2020-04-20,4室3厅,172, (共5层),28489
胥江,2,28.14,普通住宅,新康花园,高,0,0,107102420237,420,此房为新康花园复式户型正气业主自住精装修保养好_苏州姑苏胥江新康花园二手房(苏州链家),2020-04-20,5室2厅,200.38, (共5层),20961
金阊新城,1,12.05,普通住宅,富强新苑二区,高,0,0,107102424651,280,富强新苑二区 5室3厅 280万_苏州姑苏金阊新城富强新苑二区二手房(苏州链家),2020-04-21,5室3厅,187.96, (共5层),14897
苏州大学,1,32.45,普通住宅,莫邪路778号,高,0,0,107102424922,530,姑苏护城河畔 五楼复式六室＋大露台＋双车库_苏州姑苏苏州大学莫邪路778号二手房(苏州链家),2020-04-22,6室2厅,230.24, (共5层),23020
娄门,1,12.95,别墅,朗园,低,0,0,107102425203,850,朗园别墅三连排 清水毛坯 看房有钥匙_苏州姑苏娄门朗园二手房(苏州链家),2020-04-22,5室2厅,221, (共3层),38462
娄门,0,0,普通住宅,娄江新村(姑苏区),高,0,0,107102425426,248,护城河畔 顶楼复式 自住精装 满五唯一_苏州姑苏娄门娄江新村(姑苏区)二手房(苏州链家),2020-04-22,4室2厅,86.79, (共6层),28575
留园西园,1,8.37,别墅,江枫别墅,低,1,188.03,107102427152,2000,南派苏式园林 温婉秀丽，闹中取静，枫桥古迹_苏州姑苏留园西园江枫别墅二手房(苏州链家),2020-04-22,5室3厅,414.7, (共1层),48228
南门,0,0,普通住宅,南园新村小区,高,0,0,107102427272,405,四号线南门站，赛格电子，市实小_苏州姑苏南门南园新村小区二手房(苏州链家),2020-04-22,4室1厅,89.94, (共5层),45031
平江新城,1,13.55,普通住宅,大观花园,高,0,0,107102427169,438,善耕+草桥，精装保养清爽，顶复，三代同堂可拎包入住_苏州姑苏平江新城大观花园二手房(苏州链家),2020-04-22,5室2厅,182, (共5层),24066
留园西园,0,0,别墅,丽景花苑,低,0,0,107102430157,780,此房满五， 客厅 大 格局正气 装修好_苏州姑苏留园西园丽景花苑二手房(苏州链家),2020-04-23,6室3厅,250, (共1层),31200
胥江,1,8.54,普通住宅,广大家园,高,0,0,107102430769,260,带独库 不靠高架 生活交通便利_苏州姑苏胥江广大家园二手房(苏州链家),2020-04-23,4室2厅,134.91, (共5层),19273
齐门,1,9.6,别墅,华润平门府,低,1,90.13,107102434315,1350,三开间纯毛坯，地上2层 朝南大花园_苏州姑苏齐门华润平门府二手房(苏州链家),2020-04-24,4室3厅,337.58, (共3层),39991
胥江,1,17.75,普通住宅,新康花园,高,0,0,107102435187,320,新康顶复  带汽车库  配南北露台  看房方便_苏州姑苏胥江新康花园二手房(苏州链家),2020-04-24,5室3厅,113.85, (共6层),28108
平江新城,2,25.01,普通住宅,苏锦一村,高,0,0,107102432606,445,苏锦一村 7室2厅 445万_苏州姑苏平江新城苏锦一村二手房(苏州链家),2020-04-23,7室2厅,185, (共5层),24055
苏州大学,0,0,普通住宅,东环路1165号,高,0,0,107102437068,460,东环沿线4楼大复式，配套齐全，含汽车库，自行车库。_苏州姑苏苏州大学东环路1165号二手房(苏州链家),2020-04-24,5室4厅,192.23, (共4层),23930
齐门,2,28.990000000000002,别墅,华润平门府,低,1,70.73,107102437549,1420,南开大院 中间位置，采光无遮挡，纯毛坯_苏州姑苏齐门华润平门府二手房(苏州链家),2020-04-24,4室3厅,362.19, (共2层),39206
胥江,2,19.73,普通住宅,新沧花园,高,0,0,107102438069,327,新上复式房源，产权满五唯一，顶楼复式，南北阳台_苏州姑苏胥江新沧花园二手房(苏州链家),2020-04-24,4室2厅,166, (共6层),19699
南门,2,23.79,普通住宅,鼎泰花园,高,0,0,107102438999,585,鼎泰花园多层洋房，户型好，带独立大晒台。_苏州姑苏南门鼎泰花园二手房(苏州链家),2020-04-25,4室3厅,197.75, (共5层),29583
留园西园,0,0,普通住宅,新庄二村,低,2,27.32,107102442165,245,西环路  新庄新村旁 新庄二村 一楼带大花园 开门 急_苏州姑苏留园西园新庄二村二手房(苏州链家),2020-04-25,4室2厅,93, (共6层),26345
齐门,0,0,别墅,竹之苑,低,1,209.46,107102442669,1780,此房是房东自住的精装修 保养的不错 ，装修好_苏州姑苏齐门竹之苑二手房(苏州链家),2020-04-25,7室5厅,352, (共1层),50569
平江新城,0,0,普通住宅,中梁天御三区,低,2,83.11,107102397569,850,新挂牌小区中间位置叠加别墅毛坯交付咨询链J袁海青_苏州姑苏平江新城中梁天御三区二手房(苏州链家),2020-04-16,5室3厅,381.93, (共5层),22256
留园西园,0,0,普通住宅,缘园小区,高,0,0,107102360010,238,4房朝南独立两户外楼梯 采光全天照晒全明户型_苏州姑苏留园西园缘园小区二手房(苏州链家),2020-04-08,4室3厅,131.36, (共5层),18119
虎丘,1,8.33,普通住宅,虎阜花园西区,高,0,0,107102362015,385,大复式，适合三代人居住，精装修，自住。满五年_苏州姑苏虎丘虎阜花园西区二手房(苏州链家),2020-04-09,6室2厅,189, (共5层),20371
平江新城,0,0,普通住宅,苏江花园,高,0,0,107102361116,256,满五唯一，精装修，拎包入住，价格可谈_苏州姑苏平江新城苏江花园二手房(苏州链家),2020-04-08,4室2厅,118.4, (共5层),21622
苏州大学,1,7.58,别墅,万科长风别墅,低,1,85.45,107102362470,1700,万科长风别墅 精装修 边户 地铁口房  临水系_苏州姑苏苏州大学万科长风别墅二手房(苏州链家),2020-04-09,4室2厅,280, (共3层),60715
苏州大学,2,11.57,别墅,万科长风别墅,低,2,51.81,107102362488,1650,万科长风别墅  临地铁  干挂石材外立面 精装修_苏州姑苏苏州大学万科长风别墅二手房(苏州链家),2020-04-09,4室2厅,280, (共3层),58929
留园西园,2,12.39,普通住宅,嘉业阳光城,高,0,0,107102363596,340,采光好，顶带阁，大面积住房，通透全明户型_苏州姑苏留园西园嘉业阳光城二手房(苏州链家),2020-04-09,4室3厅,189.5, (共5层),17942
胥江,4,59.120000000000005,普通住宅,万科金品家园,高,0,0,107102364726,690,万科洋房少有户型，户型正气，全明户型有多个南北阳台_苏州姑苏胥江万科金品家园二手房(苏州链家),2020-04-09,4室2厅,193, (共4层),35752
娄门,4,30.69,普通住宅,永林二区,高,0,0,107102367463,413,满五年 户型方正 南北通风 户型方正 带自行车库_苏州姑苏娄门永林二区二手房(苏州链家),2020-04-10,5室2厅,138, (共5层),29928
胥江,0,0,普通住宅,梅亭苑,高,0,0,107102367757,210,四房朝南通透户型适合三代欢居一堂交通发达生活便捷_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-04-10,4室2厅,132.67, (共5层),15829
胥江,0,0,普通住宅,胥江路136号,低,0,0,107102368984,249,护城河畔，近地铁，2000年房龄_苏州姑苏胥江胥江路136号二手房(苏州链家),2020-04-10,4室2厅,117, (共4层),21283
胥江,0,0,普通住宅,广大家园,高,0,0,107102369265,270,05年小区 广大家园 多层5楼复式_苏州姑苏胥江广大家园二手房(苏州链家),2020-04-10,4室2厅,122, (共6层),22132
南门,1,4.3,普通住宅,新养蚕里新村,低,0,0,107102370701,429.9,两开间朝南 三楼带阁楼 楼上楼下一样大._苏州姑苏南门新养蚕里新村二手房(苏州链家),2020-04-10,4室1厅,118, (共3层),36433
十全街,2,18.93,普通住宅,网师花园,低,2,159.82,107102374111,1800,沧实振华 网师花园双拼 三层精装修 150平院子 汽车库_苏州姑苏十全街网师花园二手房(苏州链家),2020-04-11,5室3厅,260, (共1层),69231
平江新城,0,0,普通住宅,苏江花园,高,0,0,107102375926,375,新上复式精装房开阔视野随时看房配套成熟_苏州姑苏平江新城苏江花园二手房(苏州链家),2020-04-11,4室2厅,182, (共5层),20605
沧浪新城,1,16.65,普通住宅,福星小区,高,0,0,107102380893,330,此房实用面积大 精装修 有大的车库 采光良好_苏州姑苏沧浪新城福星小区二手房(苏州链家),2020-04-12,4室2厅,142, (共5层),23240
胥江,0,0,普通住宅,泰南苑,高,0,0,107102382637,286,泰南苑 五楼复式 全新现代化精装修 带车库车位_苏州姑苏胥江泰南苑二手房(苏州链家),2020-04-12,4室2厅,122, (共5层),23443
平江新城,1,21.06,普通住宅,新天地家园南区,高,0,0,107102383475,358,新天地家园低单价五室，业主诚售，户型好_苏州姑苏平江新城新天地家园南区二手房(苏州链家),2020-04-13,5室2厅,157.29, (共5层),22761
平江新城,0,0,普通住宅,大观花园北区,高,0,0,107102384769,400,大观花园北区 4室2厅 400万_苏州姑苏平江新城大观花园北区二手房(苏州链家),2020-04-13,4室2厅,150, (共5层),26667
虎丘,2,12.7,普通住宅,虎阜花园东区,高,0,0,107102388957,306,此房高楼层，采光好，视野佳，诚意出售，看房随时_苏州姑苏虎丘虎阜花园东区二手房(苏州链家),2020-04-14,6室2厅,160, (共6层),19125
金阊新城,0,0,普通住宅,宝邻苑,高,0,0,107102388991,230,宝邻苑，4室2厅，纯毛坯，改善住宅，价格可谈。_苏州姑苏金阊新城宝邻苑二手房(苏州链家),2020-04-14,4室2厅,101, (共6层),22773
石路,0,0,普通住宅,凯旋花园,高,0,0,107102389157,400,百年石路 华贸在建 5楼复式 房东置换 忍痛割爱_苏州姑苏石路凯旋花园二手房(苏州链家),2020-04-14,5室2厅,164.22, (共5层),24358
十全街,3,23.03,普通住宅,南石皮弄,低,1,19.47,107102389435,460,沿河采光好，叠加三层带院子，实际面积达160平！_苏州姑苏十全街南石皮弄二手房(苏州链家),2020-04-14,4室2厅,75.25, (共2层),61130
苏州大学,1,14.77,普通住宅,新湘苑,高,0,0,107102391095,397,带一个汽车库，采光充足 ，楼上带个大晒台。_苏州姑苏苏州大学新湘苑二手房(苏州链家),2020-04-15,5室2厅,110.5, (共6层),35928
苏州大学,1,9.16,普通住宅,庄先湾6号,高,0,0,107102391307,320,顶楼加阁楼，楼上楼下一样大，格局好，户型通透_苏州姑苏苏州大学庄先湾6号二手房(苏州链家),2020-04-15,4室2厅,66.96, (共6层),47790
平江新城,0,0,普通住宅,梅花三村,高,0,0,107102391728,228,梅花三村四室，户型方正，采光无遮挡，房主诚心出售。_苏州姑苏平江新城梅花三村二手房(苏州链家),2020-04-15,4室2厅,98.86, (共5层),23063
葑门,0,0,普通住宅,现代花园,高,0,0,107102391178,256,2006年第三期红色房子，带电瓶车车库，婚装_苏州姑苏葑门现代花园二手房(苏州链家),2020-04-15,4室2厅,97, (共5层),26392
平江新城,0,0,普通住宅,官渎花园,高,0,0,107102393035,213,官渎花园 4室2厅 213万_苏州姑苏平江新城官渎花园二手房(苏州链家),2020-04-15,4室2厅,122, (共5层),17460
胥江,2,30.22,普通住宅,新康花园,高,0,0,107102393084,405,4楼复式，带2个大露台。带车位和独库20平，领包入住_苏州姑苏胥江新康花园二手房(苏州链家),2020-04-15,5室2厅,183, (共4层),22132
平江新城,3,42.86,别墅,锦城别墅,低,1,40.17,107102395564,950,大独栋  格局好  免费停5部车 价格可谈_苏州姑苏平江新城锦城别墅二手房(苏州链家),2020-04-15,6室3厅,298.15, (共3层),31864
平江新城,2,47.699999999999996,普通住宅,橘子国花园,高,0,0,107102358168,640,空中别墅，在小区里独具一格。房主诚心出售，价格可谈_苏州姑苏平江新城橘子国花园二手房(苏州链家),2020-04-08,6室2厅,212, (共5层),30189
沧浪新城,0,0,普通住宅,福星小区,高,0,0,107102308136,330,福星小区 五楼顶复 实用空间大 房东诚售_苏州姑苏沧浪新城福星小区二手房(苏州链家),2020-03-28,5室3厅,122, (共5层),27050
胥江,1,53.07,普通住宅,憩苑小区,高,0,0,107102309524,390,劳动路上 2004年房龄 带大晒台 有汽车库 四楼复式_苏州姑苏胥江憩苑小区二手房(苏州链家),2020-03-28,5室2厅,129.08, (共4层),30214
葑门,1,21.0,别墅,东街花苑,低,1,41.81,107102311802,660,新上 姑苏区 联排别墅 振华带城 大院子 房龄新_苏州姑苏葑门东街花苑二手房(苏州链家),2020-03-29,5室3厅,182, (共3层),36264
南门,0,0,普通住宅,化工新村,低,1,41.22,107102312448,376,顾美娟推荐：三开间朝南大院子   房东诚心出售_苏州姑苏南门化工新村二手房(苏州链家),2020-03-29,4室1厅,91.1, (共4层),41274
留园西园,2,33.34,普通住宅,倪家苑,低,0,0,107102312545,360,倪家苑3楼复式 满5年 独库 好房出售_苏州姑苏留园西园倪家苑二手房(苏州链家),2020-03-29,5室2厅,209, (共3层),17225
苏州大学,1,14.09,普通住宅,相门后庄4号,高,0,0,107102314318,320,此房满五年唯一省税，生活方便，交通便利。_苏州姑苏苏州大学相门后庄4号二手房(苏州链家),2020-03-29,5室2厅,150, (共5层),21334
沧浪新城,2,36.89,普通住宅,友联一村,高,0,0,107102315984,285,新上顶复 价格优惠 看房随时。。。。。。_苏州姑苏沧浪新城友联一村二手房(苏州链家),2020-03-29,4室2厅,128.11, (共6层),22247
桃花坞,0,0,别墅,桃坞巷,低,0,0,107102317729,920,纯别墅小区， 配套齐全 ，视野佳，优质物业。_苏州姑苏桃花坞桃坞巷二手房(苏州链家),2020-03-30,4室2厅,249.43, (共3层),36885
金门,0,0,普通住宅,银杏苑(姑苏区),高,0,0,107102320147,320,五室两厅一厨两卫业主诚心出售。。_苏州姑苏金门银杏苑(姑苏区)二手房(苏州链家),2020-03-30,5室2厅,170, (共5层),18824
留园西园,0,0,别墅,桐邨,低,1,26.12,107102323109,725,急售！桐邨1-2楼带花园毛坯，纯叠墅小区，有汽车库_苏州姑苏留园西园桐邨二手房(苏州链家),2020-03-31,5室2厅,290.91, (共1层),24922
金阊新城,0,0,普通住宅,富强新苑一区,高,0,0,107102323474,338,富强新苑一区 5室3厅 338万_苏州姑苏金阊新城富强新苑一区二手房(苏州链家),2020-03-31,5室3厅,189, (共5层),17884
留园西园,0,0,普通住宅,闻钟苑二区,高,0,0,107102323964,258,顶楼复式，带两个汽车位和一个10平的电动车库，精装修_苏州姑苏留园西园闻钟苑二区二手房(苏州链家),2020-04-01,4室2厅,163, (共6层),15829
