,area,balconynum,balconysize,category,community,floor,gardennum,gardensize,id,listprice,name,onboarddate,roominfo,size,totalfloor,unitprice,totalfloornum,cname,builtyear,additionalfloor,hasservice,isinnerring,isoldcity,isfamousarea,garage,recognizedsize,isvilla,istopfloor,areaprice,communityprice,houseprice,bottomunitprice,bottomprice
120,留园西园,0,0.0,普通住宅,嘉业阳光城,高,0,0.0,107102520384,390.0,房子满五，不唯一，采光好，通透全明户型_苏州姑苏留园西园嘉业阳光城二手房(苏州链家),2020-05-12,4室4厅,194.0, (共5层),20104,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,194.0,0.0,0.0,20000,0.0,-2000.0,18000.0,349.2
121,桃花坞,1,7.97,普通住宅,桂和公寓,高,0,0.0,107102497161,310.0,养育巷 乐桥 顶层复式 带俩车位 20多平独立车库 急售_苏州姑苏桃花坞桂和公寓二手房(苏州链家),2020-05-07,4室2厅,149.09, (共5层),20793,5,,2000.0,0.0,1.0,1.0,1.0,1.0,0.0,149.0,0.0,0.0,23000,0.0,-601.5,22398.5,333.73765
122,南门,1,3.62,普通住宅,南华公寓,高,0,0.0,107102500152,258.0,05年新的南环公寓 5楼复式 带晒台 有独立车库_苏州姑苏南门南华公寓二手房(苏州链家),2020-05-08,5室2厅,127.24, (共5层),20277,5,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,127.0,0.0,0.0,21000,0.0,-819.0,20181.0,256.2987
123,南门,1,10.46,普通住宅,水城丽都,高,0,0.0,107102501459,438.0,团结桥地铁口 水城丽都 顶复 自住精装修 房东诚售_苏州姑苏南门水城丽都二手房(苏州链家),2020-05-08,4室2厅,167.09, (共5层),26214,5,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,167.0,0.0,1.0,21000,0.0,10017.344365312107,31017.344365312107,508.13751505050266
124,金门,0,0.0,别墅,寒舍,低,0,0.0,107102501773,595.0,小区前排，花园大，南进门，总价低，业主诚心出售_苏州姑苏金门寒舍二手房(苏州链家),2020-05-08,4室3厅,223.0, (共3层),26682,3,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,223.0,1.0,0.0,20000,0.0,5000.0,25000.0,539.93875
126,留园西园,1,7.36,普通住宅,倪家桥,高,0,0.0,107102505966,255.0,倪家桥 复式大四房 可住三代人 业主诚心出售_苏州姑苏留园西园倪家桥二手房(苏州链家),2020-05-09,4室2厅,148.18, (共5层),17209,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,148.0,0.0,0.0,20000,0.0,-632.0,19368.0,286.6464
129,胥江,3,26.37,普通住宅,姑香苑,高,0,0.0,107102509664,344.0,姑香远三期五楼复式诚意出售带自车库，可拎包入住_苏州姑苏胥江姑香苑二手房(苏州链家),2020-05-10,4室3厅,188.0, (共6层),18298,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,188.0,0.0,0.0,20000,0.0,-681.5,19318.5,363.1878
131,桃花坞,0,0.0,普通住宅,包衙前,低,0,0.0,107102510060,350.0,包衙前 4室2厅 350万_苏州姑苏桃花坞包衙前二手房(苏州链家),2020-05-10,4室2厅,120.0, (共2层),29167,2,,2000.0,0.0,1.0,1.0,1.0,1.0,0.0,120.0,1.0,0.0,23000,0.0,5000.0,28000.0,336.0
133,胥江,0,0.0,普通住宅,公园天下,高,0,0.0,107102510622,480.0,公园天下，5楼复式，客厅挑空的，自住装修，诚心出售_苏州姑苏胥江公园天下二手房(苏州链家),2020-05-10,5室2厅,240.0, (共5层),20000,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,240.0,0.0,0.0,20000,0.0,-2000.0,18000.0,432.0
134,苏州大学,0,0.0,普通住宅,苏大北小区,高,0,0.0,107102511793,350.0,姑苏河畔苏大北小区精装5楼复式精装带独立车库_苏州姑苏苏州大学苏大北小区二手房(苏州链家),2020-05-10,4室2厅,155.0, (共5层),22581,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,155.0,0.0,0.0,20000,0.0,-2000.0,18000.0,279.0
136,娄门,1,10.77,普通住宅,塘坊苑,高,0,0.0,107102513460,260.0,精装复式 自住保养好 满五 环境优雅 购物方便_苏州姑苏娄门塘坊苑二手房(苏州链家),2020-05-11,4室1厅,115.0, (共5层),22609,5,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,115.0,0.0,0.0,21000,0.0,-461.5,20538.5,236.19275
137,平江新城,0,0.0,普通住宅,梅花新村,高,0,0.0,107102513685,195.0,房间都比较大适合 看房方便 好房_苏州姑苏平江新城梅花新村二手房(苏州链家),2020-05-11,5室2厅,85.5, (共6层),22808,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,17000,0.0,-3000.0,14000.0,119.0
141,胥江,0,0.0,普通住宅,梅亭苑,高,0,0.0,107102515970,210.0,梅亭苑 4室3厅 210万_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-05-11,4室3厅,132.93, (共5层),15798,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,132.0,0.0,0.0,20000,0.0,-2000.0,18000.0,237.6
142,金门,0,0.0,普通住宅,干将西路1301号,低,0,0.0,107102516293,360.0,干将西路1301号  沿街商铺 房东诚心出售！_苏州姑苏金门干将西路1301号二手房(苏州链家),2020-05-11,4室2厅,144.58, (共6层),24900,6,,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,144.0,0.0,0.0,20000,-2000.0,500.0,18500.0,266.4
143,留园西园,0,0.0,普通住宅,鑫苑景园,低,1,38.74,107102518254,360.0,鑫苑景园一楼南边带院子，精装修自住保养好，采光好_苏州姑苏留园西园鑫苑景园二手房(苏州链家),2020-05-11,4室2厅,129.0, (共6层),27907,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,129.0,0.0,0.0,20000,0.0,3437.0,23437.0,302.3373
145,金阊新城,0,0.0,普通住宅,宝邻苑,高,0,0.0,107102518458,175.0,此房满五年，房东诚心出售，带独立车库_苏州姑苏金阊新城宝邻苑二手房(苏州链家),2020-05-12,4室2厅,71.0, (共6层),24648,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,17000,0.0,-3000.0,14000.0,99.4
147,桃花坞,0,0.0,普通住宅,贻德里,低,0,0.0,107102519151,145.0,房卡房 独门户 自住装修 出脚方便_苏州姑苏桃花坞贻德里二手房(苏州链家),2020-05-12,4室1厅,74.31, (共2层),19513,2,,2000.0,0.0,1.0,1.0,1.0,1.0,0.0,74.0,1.0,0.0,23000,0.0,5000.0,28000.0,207.2
148,南门,2,21.63,普通住宅,盘福苑,高,0,0.0,107102519217,330.0,盘福苑 4室2厅 330万_苏州姑苏南门盘福苑二手房(苏州链家),2020-05-12,4室2厅,119.0, (共5层),27732,5,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,119.0,0.0,0.0,21000,0.0,81.5,21081.5,250.86985
149,沧浪新城,1,12.08,普通住宅,承信小区,高,0,0.0,107102520152,389.0,满五，带独库，空间大楼层好，采光刺眼_苏州姑苏沧浪新城承信小区二手房(苏州链家),2020-05-12,5室2厅,190.0, (共4层),20474,4,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,17000,0.0,604.0,17604.0,334.476
150,平江新城,0,0.0,普通住宅,官渎花园,高,0,0.0,107102496506,168.0,官渎花园 复式两层 楼下57.5平方楼上按一半面积_苏州姑苏平江新城官渎花园二手房(苏州链家),2020-05-07,4室0厅,81.7, (共5层),20564,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,17000,0.0,-2000.0,15000.0,121.5
153,南门,2,24.58,普通住宅,南环一村,低,0,0.0,107102452678,300.0,南环一村 4室2厅 300万_苏州姑苏南门南环一村二手房(苏州链家),2020-04-27,4室2厅,151.36, (共3层),19821,3,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,151.0,0.0,0.0,21000,0.0,2729.0,23729.0,358.3079
154,娄门,2,30.14,普通住宅,日规路1号,高,0,0.0,107102455062,268.0,房龄新 经典空中花园  满五年唯一住房_苏州姑苏娄门日规路1号二手房(苏州链家),2020-04-28,4室2厅,105.0, (共6层),25524,6,,2000.0,0.0,0.0,1.0,1.0,0.0,0.0,105.0,0.0,0.0,21000,-2000.0,-493.0,18507.0,194.3235
155,留园西园,1,10.78,别墅,丽景花苑,低,1,61.18,107102452298,775.0,一楼带院，户型方正，客厅大 ，视野开阔_苏州姑苏留园西园丽景花苑二手房(苏州链家),2020-04-27,6室1厅,250.0, (共1层),31000,1,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,250.0,1.0,0.0,20000,0.0,10598.0,30598.0,719.33125
156,南门,2,14.61,普通住宅,东大街12号院,高,0,0.0,107102458361,235.0,此房满五年，复式，视野开阔，采光充足，实用空间大_苏州姑苏南门东大街12号院二手房(苏州链家),2020-04-29,4室3厅,83.73, (共5层),28067,5,,2000.0,0.0,0.0,1.0,1.0,0.0,0.0,83.0,0.0,0.0,21000,-2000.0,-269.5,18730.5,155.46315
159,沧浪新城,2,9.7,普通住宅,友联二村,高,0,0.0,107102463665,275.0,复式阁楼，全明户型，视野开阔采光充足，配套齐全。_苏州姑苏沧浪新城友联二村二手房(苏州链家),2020-04-30,4室2厅,88.3, (共5层),31144,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,88.0,0.0,1.0,17000,0.0,7956.121177802945,24956.121177802946,219.61386636466594
164,胥江,1,2.68,普通住宅,梅亭苑,高,0,0.0,107102472053,220.0,梅亭苑 4室2厅 220万_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-05-02,4室2厅,132.0, (共5层),16667,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,132.0,0.0,0.0,20000,0.0,-866.0,19134.0,252.5688
165,金门,0,0.0,别墅,寒舍,低,0,0.0,107102472145,568.0,568万古城中式别墅小区里面带花园_苏州姑苏金门寒舍二手房(苏州链家),2020-05-02,4室2厅,200.8, (共3层),28287,3,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,200.0,1.0,0.0,20000,0.0,5000.0,25000.0,490.0
166,留园西园,1,5.91,普通住宅,钱塘家园,高,0,0.0,107102473876,330.0,钱塘家园 4室2厅 330万_苏州姑苏留园西园钱塘家园二手房(苏州链家),2020-05-02,4室2厅,150.0, (共5层),22000,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,150.0,0.0,0.0,20000,0.0,-704.5,19295.5,289.4325
167,葑门,0,0.0,普通住宅,现代花园,高,0,0.0,107102476950,270.0,现代花园 4室2厅 270万_苏州姑苏葑门现代花园二手房(苏州链家),2020-05-03,4室2厅,112.0, (共5层),24108,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,112.0,0.0,0.0,20000,0.0,-2000.0,18000.0,201.6
168,金阊新城,0,0.0,普通住宅,富强新苑二区,高,0,0.0,107102479204,298.0,富强新苑顶复包汽车库自行车库自住精装修满5唯一_苏州姑苏金阊新城富强新苑二区二手房(苏州链家),2020-05-04,5室2厅,189.0, (共5层),15768,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,189.0,0.0,1.0,17000,0.0,1000.0,18000.0,340.2
169,胥江,1,2.7,普通住宅,梅亭苑,高,0,0.0,107102482519,192.0,姑苏区梅亭苑小区，4房自住精装，保养好，可自做晒台_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-05-04,4室2厅,96.0, (共5层),20000,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,96.0,0.0,0.0,20000,0.0,-865.0,19135.0,183.696
171,留园西园,1,10.81,普通住宅,春馨园D区,高,0,0.0,107102483561,198.0,顶带阁楼 采光好 利用率高 视野宽阔_苏州姑苏留园西园春馨园D区二手房(苏州链家),2020-05-04,5室3厅,120.0, (共5层),16500,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,120.0,0.0,1.0,20000,0.0,9540.5,29540.5,354.486
172,十全街,1,20.92,普通住宅,南石皮弄,低,0,0.0,107102484587,430.0,南石皮弄 5室2厅 430万_苏州姑苏十全街南石皮弄二手房(苏州链家),2020-05-05,5室2厅,160.0, (共2层),26875,2,,2000.0,0.0,1.0,1.0,1.0,1.0,0.0,160.0,1.0,0.0,23000,0.0,7046.0,30046.0,480.736
175,金门,0,0.0,普通住宅,彩香二村,低,1,15.6,107102487345,314.5,彩香大面积一楼带院子，看房方便_苏州姑苏金门彩香二村二手房(苏州链家),2020-05-05,4室2厅,119.1, (共6层),26407,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,119.0,0.0,0.0,20000,0.0,2280.0,22280.0,265.132
177,胥江,1,12.93,普通住宅,劳动路95号,高,0,0.0,107102495113,286.0,轻轨口劳动路95号精装修全明顶楼复式，带独库_苏州姑苏胥江劳动路95号二手房(苏州链家),2020-05-07,4室2厅,167.0, (共6层),17126,6,,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,167.0,0.0,1.0,20000,-2000.0,7646.5,25646.5,428.29655
181,平江新城,2,12.77,普通住宅,梅花新村,高,0,0.0,107102398388,272.0,大四房 房东诚心出售 户型好 采光佳_苏州姑苏平江新城梅花新村二手房(苏州链家),2020-04-16,4室2厅,110.27, (共6层),24667,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,17000,0.0,-1361.5,15638.5,172.0235
182,虎丘,2,11.17,普通住宅,虎阜花园西区,高,0,0.0,107102402883,303.0,满二，精装修，可以直接拎包入住！_苏州姑苏虎丘虎阜花园西区二手房(苏州链家),2020-04-17,4室2厅,148.0, (共5层),20473,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,17000,0.0,-441.5,16558.5,245.0658
186,沧浪新城,2,20.18,普通住宅,友联一村,高,0,0.0,107102404065,235.0,友联一村 4室2厅 235万_苏州姑苏沧浪新城友联一村二手房(苏州链家),2020-04-17,4室2厅,163.0, (共6层),14418,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,17000,0.0,-991.0,16009.0,260.9467
188,苏州大学,3,48.84,普通住宅,东环路1199号,高,0,0.0,107102408096,470.0,空中叠加，满五年唯一，精装修，诚心出售_苏州姑苏苏州大学东环路1199号二手房(苏州链家),2020-04-18,4室2厅,239.7, (共4层),19608,4,,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,239.0,0.0,0.0,20000,-2000.0,2442.0,20442.0,488.5638
191,胥江,2,28.14,普通住宅,新康花园,高,0,0.0,107102420237,420.0,此房为新康花园复式户型正气业主自住精装修保养好_苏州姑苏胥江新康花园二手房(苏州链家),2020-04-20,5室2厅,200.38, (共5层),20961,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,200.0,0.0,0.0,20000,0.0,407.0,20407.0,408.14
192,金阊新城,1,12.05,普通住宅,富强新苑二区,高,0,0.0,107102424651,280.0,富强新苑二区 5室3厅 280万_苏州姑苏金阊新城富强新苑二区二手房(苏州链家),2020-04-21,5室3厅,187.96, (共5层),14897,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,17000,0.0,-397.5,16602.5,310.46675
195,娄门,0,0.0,普通住宅,娄江新村(姑苏区),高,0,0.0,107102425426,248.0,护城河畔 顶楼复式 自住精装 满五唯一_苏州姑苏娄门娄江新村(姑苏区)二手房(苏州链家),2020-04-22,4室2厅,86.79, (共6层),28575,6,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,86.0,0.0,1.0,21000,0.0,0.0,21000.0,180.6
198,平江新城,1,13.55,普通住宅,大观花园,高,0,0.0,107102427169,438.0,善耕+草桥，精装保养清爽，顶复，三代同堂可拎包入住_苏州姑苏平江新城大观花园二手房(苏州链家),2020-04-22,5室2厅,182.0, (共5层),24066,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,182.0,0.0,1.0,17000,0.0,8177.5,25177.5,458.2305
200,胥江,1,8.54,普通住宅,广大家园,高,0,0.0,107102430769,260.0,带独库 不靠高架 生活交通便利_苏州姑苏胥江广大家园二手房(苏州链家),2020-04-23,4室2厅,134.91, (共5层),19273,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,134.0,0.0,0.0,20000,0.0,-573.0,19427.0,260.3218
202,胥江,1,17.75,普通住宅,新康花园,高,0,0.0,107102435187,320.0,新康顶复  带汽车库  配南北露台  看房方便_苏州姑苏胥江新康花园二手房(苏州链家),2020-04-24,5室3厅,113.85, (共6层),28108,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,113.0,0.0,1.0,20000,0.0,8812.84036012297,28812.84036012297,325.5850960693895
206,胥江,2,19.73,普通住宅,新沧花园,高,0,0.0,107102438069,327.0,新上复式房源，产权满五唯一，顶楼复式，南北阳台_苏州姑苏胥江新沧花园二手房(苏州链家),2020-04-24,4室2厅,166.0, (共6层),19699,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,166.0,0.0,1.0,20000,0.0,8986.5,28986.5,481.1759
208,留园西园,0,0.0,普通住宅,新庄二村,低,2,27.32,107102442165,245.0,西环路  新庄新村旁 新庄二村 一楼带大花园 开门 急_苏州姑苏留园西园新庄二村二手房(苏州链家),2020-04-25,4室2厅,93.0, (共6层),26345,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,93.0,0.0,0.0,20000,0.0,2866.0,22866.0,212.6538
210,平江新城,0,0.0,普通住宅,中梁天御三区,低,2,83.11,107102397569,850.0,新挂牌小区中间位置叠加别墅毛坯交付咨询链J袁海青_苏州姑苏平江新城中梁天御三区二手房(苏州链家),2020-04-16,5室3厅,381.93, (共5层),22256,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,381.0,0.0,0.0,17000,0.0,5655.5,22655.5,774.939798225
211,留园西园,0,0.0,普通住宅,缘园小区,高,0,0.0,107102360010,238.0,4房朝南独立两户外楼梯 采光全天照晒全明户型_苏州姑苏留园西园缘园小区二手房(苏州链家),2020-04-08,4室3厅,131.36, (共5层),18119,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,131.0,0.0,0.0,20000,0.0,-2000.0,18000.0,235.8
212,虎丘,1,8.33,普通住宅,虎阜花园西区,高,0,0.0,107102362015,385.0,大复式，适合三代人居住，精装修，自住。满五年_苏州姑苏虎丘虎阜花园西区二手房(苏州链家),2020-04-09,6室2厅,189.0, (共5层),20371,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,17000,0.0,-583.5,16416.5,310.27185
213,平江新城,0,0.0,普通住宅,苏江花园,高,0,0.0,107102361116,256.0,满五唯一，精装修，拎包入住，价格可谈_苏州姑苏平江新城苏江花园二手房(苏州链家),2020-04-08,4室2厅,118.4, (共5层),21622,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,17000,0.0,-2000.0,15000.0,177.0
216,留园西园,2,12.39,普通住宅,嘉业阳光城,高,0,0.0,107102363596,340.0,采光好，顶带阁，大面积住房，通透全明户型_苏州姑苏留园西园嘉业阳光城二手房(苏州链家),2020-04-09,4室3厅,189.5, (共5层),17942,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,189.0,0.0,0.0,20000,0.0,-380.5,19619.5,370.80855
219,胥江,0,0.0,普通住宅,梅亭苑,高,0,0.0,107102367757,210.0,四房朝南通透户型适合三代欢居一堂交通发达生活便捷_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-04-10,4室2厅,132.67, (共5层),15829,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,132.0,0.0,0.0,20000,0.0,-2000.0,18000.0,237.6
220,胥江,0,0.0,普通住宅,胥江路136号,低,0,0.0,107102368984,249.0,护城河畔，近地铁，2000年房龄_苏州姑苏胥江胥江路136号二手房(苏州链家),2020-04-10,4室2厅,117.0, (共4层),21283,4,,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,117.0,0.0,0.0,20000,-2000.0,500.0,18500.0,216.45
221,胥江,0,0.0,普通住宅,广大家园,高,0,0.0,107102369265,270.0,05年小区 广大家园 多层5楼复式_苏州姑苏胥江广大家园二手房(苏州链家),2020-04-10,4室2厅,122.0, (共6层),22132,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,122.0,0.0,0.0,20000,0.0,-3000.0,17000.0,207.4
222,南门,1,4.3,普通住宅,新养蚕里新村,低,0,0.0,107102370701,429.9,两开间朝南 三楼带阁楼 楼上楼下一样大._苏州姑苏南门新养蚕里新村二手房(苏州链家),2020-04-10,4室1厅,118.0, (共3层),36433,3,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,118.0,0.0,1.0,21000,0.0,12215.0,33215.0,391.937
225,沧浪新城,1,16.65,普通住宅,福星小区,高,0,0.0,107102380893,330.0,此房实用面积大 精装修 有大的车库 采光良好_苏州姑苏沧浪新城福星小区二手房(苏州链家),2020-04-12,4室2厅,142.0, (共5层),23240,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,17000,0.0,-167.5,16832.5,239.0215
226,胥江,0,0.0,普通住宅,泰南苑,高,0,0.0,107102382637,286.0,泰南苑 五楼复式 全新现代化精装修 带车库车位_苏州姑苏胥江泰南苑二手房(苏州链家),2020-04-12,4室2厅,122.0, (共5层),23443,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,122.0,0.0,0.0,20000,0.0,-2000.0,18000.0,219.6
227,平江新城,1,21.06,普通住宅,新天地家园南区,高,0,0.0,107102383475,358.0,新天地家园低单价五室，业主诚售，户型好_苏州姑苏平江新城新天地家园南区二手房(苏州链家),2020-04-13,5室2厅,157.29, (共5层),22761,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,17000,0.0,53.0,17053.0,267.7321
229,虎丘,2,12.7,普通住宅,虎阜花园东区,高,0,0.0,107102388957,306.0,此房高楼层，采光好，视野佳，诚意出售，看房随时_苏州姑苏虎丘虎阜花园东区二手房(苏州链家),2020-04-14,6室2厅,160.0, (共6层),19125,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,17000,0.0,-1365.0,15635.0,250.16
230,金阊新城,0,0.0,普通住宅,宝邻苑,高,0,0.0,107102388991,230.0,宝邻苑，4室2厅，纯毛坯，改善住宅，价格可谈。_苏州姑苏金阊新城宝邻苑二手房(苏州链家),2020-04-14,4室2厅,101.0, (共6层),22773,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,17000,0.0,-3000.0,14000.0,141.4
235,平江新城,0,0.0,普通住宅,梅花三村,高,0,0.0,107102391728,228.0,梅花三村四室，户型方正，采光无遮挡，房主诚心出售。_苏州姑苏平江新城梅花三村二手房(苏州链家),2020-04-15,4室2厅,98.86, (共5层),23063,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,17000,0.0,-2000.0,15000.0,147.0
236,葑门,0,0.0,普通住宅,现代花园,高,0,0.0,107102391178,256.0,2006年第三期红色房子，带电瓶车车库，婚装_苏州姑苏葑门现代花园二手房(苏州链家),2020-04-15,4室2厅,97.0, (共5层),26392,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,97.0,0.0,0.0,20000,0.0,-2000.0,18000.0,174.6
237,平江新城,0,0.0,普通住宅,官渎花园,高,0,0.0,107102393035,213.0,官渎花园 4室2厅 213万_苏州姑苏平江新城官渎花园二手房(苏州链家),2020-04-15,4室2厅,122.0, (共5层),17460,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,17000,0.0,-2000.0,15000.0,183.0
238,胥江,2,30.22,普通住宅,新康花园,高,0,0.0,107102393084,405.0,4楼复式，带2个大露台。带车位和独库20平，领包入住_苏州姑苏胥江新康花园二手房(苏州链家),2020-04-15,5室2厅,183.0, (共4层),22132,4,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,183.0,0.0,0.0,20000,0.0,1511.0,21511.0,393.6513
242,胥江,1,53.07,普通住宅,憩苑小区,高,0,0.0,107102309524,390.0,劳动路上 2004年房龄 带大晒台 有汽车库 四楼复式_苏州姑苏胥江憩苑小区二手房(苏州链家),2020-03-28,5室2厅,129.08, (共4层),30214,4,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,129.0,0.0,0.0,20000,0.0,2653.5,22653.5,292.23015
245,留园西园,2,33.34,普通住宅,倪家苑,低,0,0.0,107102312545,360.0,倪家苑3楼复式 满5年 独库 好房出售_苏州姑苏留园西园倪家苑二手房(苏州链家),2020-03-29,5室2厅,209.0, (共3层),17225,3,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,209.0,0.0,0.0,20000,0.0,3167.0,23167.0,484.1903
246,苏州大学,1,14.09,普通住宅,相门后庄4号,高,0,0.0,107102314318,320.0,此房满五年唯一省税，生活方便，交通便利。_苏州姑苏苏州大学相门后庄4号二手房(苏州链家),2020-03-29,5室2厅,150.0, (共5层),21334,5,,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,150.0,0.0,0.0,20000,-2000.0,-295.5,17704.5,265.5675
247,沧浪新城,2,36.89,普通住宅,友联一村,高,0,0.0,107102315984,285.0,新上顶复 价格优惠 看房随时。。。。。。_苏州姑苏沧浪新城友联一村二手房(苏州链家),2020-03-29,4室2厅,128.11, (共6层),22247,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,128.0,0.0,1.0,17000,0.0,8337.201584575754,25337.201584575756,324.3161802825697
249,金门,0,0.0,普通住宅,银杏苑(姑苏区),高,0,0.0,107102320147,320.0,五室两厅一厨两卫业主诚心出售。。_苏州姑苏金门银杏苑(姑苏区)二手房(苏州链家),2020-03-30,5室2厅,170.0, (共5层),18824,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,170.0,0.0,0.0,20000,0.0,-2000.0,18000.0,306.0
250,留园西园,0,0.0,别墅,桐邨,低,1,26.12,107102323109,725.0,急售！桐邨1-2楼带花园毛坯，纯叠墅小区，有汽车库_苏州姑苏留园西园桐邨二手房(苏州链家),2020-03-31,5室2厅,290.91, (共1层),24922,1,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,290.0,1.0,0.0,20000,0.0,7306.0,27306.0,735.05227
251,金阊新城,0,0.0,普通住宅,富强新苑一区,高,0,0.0,107102323474,338.0,富强新苑一区 5室3厅 338万_苏州姑苏金阊新城富强新苑一区二手房(苏州链家),2020-03-31,5室3厅,189.0, (共5层),17884,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,17000,0.0,-2000.0,15000.0,283.5
252,留园西园,0,0.0,普通住宅,闻钟苑二区,高,0,0.0,107102323964,258.0,顶楼复式，带两个汽车位和一个10平的电动车库，精装修_苏州姑苏留园西园闻钟苑二区二手房(苏州链家),2020-04-01,4室2厅,163.0, (共6层),15829,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,163.0,0.0,1.0,20000,0.0,0.0,20000.0,326.0
253,南门,0,0.0,普通住宅,西二路散盘,高,0,0.0,107102325897,190.0,复式开门做成单户，上下面积均等。_苏州姑苏南门西二路散盘二手房(苏州链家),2020-04-01,5室3厅,85.0, (共5层),22353,5,,2000.0,0.0,0.0,1.0,1.0,0.0,0.0,85.0,0.0,0.0,21000,-2000.0,-2000.0,17000.0,144.5
255,沧浪新城,2,33.480000000000004,普通住宅,怡景万家,高,0,0.0,107102329171,560.0,沧浪新城之翼，稀有顶复，空中花园，大汽车库随时看房_苏州姑苏沧浪新城怡景万家二手房(苏州链家),2020-04-02,4室2厅,205.47, (共5层),27255,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,205.0,0.0,1.0,17000,0.0,9154.55677227819,26154.556772278193,522.2111514139534
