,area,balconynum,balconysize,category,community,floor,gardennum,gardensize,id,listprice,name,onboarddate,roominfo,size,totalfloor,unitprice,totalfloornum,cname,builtyear,additionalfloor,hasservice,isinnerring,isoldcity,isfamousarea,garage,recognizedsize,isvilla,istopfloor,areaprice,communityprice,houseprice,bottomunitprice,bottomprice
128,胥江,0,0.0,普通住宅,银桥新村,高,0,0.0,107102544980,360.0,红房子四楼复式，带晒台，带汽车库，有钥匙，诚心出售_苏州姑苏胥江银桥新村二手房(苏州链家),2020-05-17,4室3厅,146.0, (共4层),24658,4,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,146.0,0.0,0.0,20000,-500.0,-1000.0,18500.0,270.1
129,石路,2,33.09,普通住宅,新风巷78号,高,0,0.0,107102546806,240.0,石路地铁口 新风巷 空中别墅 南北大露台 户型方正_苏州姑苏石路新风巷78号二手房(苏州链家),2020-05-18,4室2厅,107.44, (共5层),22339,5,,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,107.0,0.0,0.0,20000,-2500.0,654.5,18154.5,194.25315
130,留园西园,1,13.94,普通住宅,新庄二村,高,0,0.0,107102547965,176.0,新庄二村顶楼复式，有个大楼台，得房率高_苏州姑苏留园西园新庄二村二手房(苏州链家),2020-05-18,4室2厅,99.0, (共5层),17778,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,99.0,0.0,1.0,20000,-500.0,1647.0,21147.0,209.3553
132,胥江,1,7.68,普通住宅,东方苑（胥江）,高,0,0.0,107102551454,338.0,东方苑 胥江路，地铁口，精装，_苏州姑苏胥江东方苑（胥江）二手房(苏州链家),2020-05-19,5室2厅,180.0, (共6层),18778,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,180.0,0.0,0.0,20000,-500.0,-1616.0,17884.0,321.912
137,葑门,2,23.12,普通住宅,杨枝四村,高,0,0.0,107102559270,258.0,杨枝四村  精装修复式  带南北大露台  带车库车位_苏州姑苏葑门杨枝四村二手房(苏州链家),2020-05-20,4室2厅,110.88, (共6层),23269,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,110.0,0.0,0.0,20000,-500.0,-844.0,18656.0,205.216
139,留园西园,0,0.0,别墅,嘉业阳光城,低,0,0.0,107102560881,680.0,联排别墅，实际使用面积大，位置好，交通方便。_苏州姑苏留园西园嘉业阳光城二手房(苏州链家),2020-05-21,5室2厅,252.0, (共1层),26985,1,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,252.0,1.0,0.0,20000,-500.0,5000.0,24500.0,590.0076
142,金阊新城,1,3.32,普通住宅,富强新苑二区,高,0,0.0,107102566639,210.0,富强新苑二区，采光好，户型正气，可随时看房_苏州姑苏金阊新城富强新苑二区二手房(苏州链家),2020-05-22,4室2厅,120.0, (共5层),17500,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,17000,-500.0,-834.0,15666.0,187.992
144,南门,3,32.059999999999995,普通住宅,盘溪新村上沙苑,高,0,0.0,107102568141,328.0,盘溪新村上沙苑，中间位置，品质房源。_苏州姑苏南门盘溪新村上沙苑二手房(苏州链家),2020-05-22,4室2厅,151.74, (共4层),21616,4,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,151.0,0.0,0.0,21000,-500.0,1603.0,22103.0,333.7553
147,留园西园,1,17.29,普通住宅,新庄新村,高,0,0.0,107102570658,265.0,采光没有遮挡，房龄新，实用面积大。_苏州姑苏留园西园新庄新村二手房(苏州链家),2020-05-23,5室2厅,175.0, (共6层),15143,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,175.0,0.0,0.0,20000,-500.0,-1135.5,18364.5,321.37875
149,南门,0,0.0,普通住宅,东大街12号院,低,0,0.0,107102572214,288.0,此房满五唯一，成熟社区，生活便利，户型方正_苏州姑苏南门东大街12号院二手房(苏州链家),2020-05-23,4室2厅,113.16, (共4层),25451,4,,2000.0,0.0,0.0,1.0,1.0,0.0,0.0,113.0,0.0,0.0,21000,-2500.0,500.0,19000.0,214.7
150,平江新城,2,13.36,普通住宅,鼎尚花园(姑苏区),高,0,0.0,107102541215,255.0,鼎尚花园(姑苏区) 4室2厅 255万_苏州姑苏平江新城鼎尚花园(姑苏区)二手房(苏州链家),2020-05-17,4室2厅,110.0, (共5层),23182,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,17000,-500.0,-332.0,16168.0,177.848
151,胥江,0,0.0,普通住宅,公园天下,高,0,0.0,107102510622,480.0,公园天下，5楼复式，客厅挑空的，自住装修，诚心出售_苏州姑苏胥江公园天下二手房(苏州链家),2020-05-10,5室2厅,240.0, (共5层),20000,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,240.0,0.0,0.0,20000,-500.0,-2000.0,17500.0,420.0
152,苏州大学,0,0.0,普通住宅,苏大北小区,高,0,0.0,107102511793,350.0,姑苏河畔苏大北小区精装5楼复式精装带独立车库_苏州姑苏苏州大学苏大北小区二手房(苏州链家),2020-05-10,4室2厅,155.0, (共5层),22581,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,155.0,0.0,0.0,20000,-500.0,-2000.0,17500.0,271.25
154,娄门,1,10.77,普通住宅,塘坊苑,高,0,0.0,107102513460,260.0,精装复式 自住保养好 满五 环境优雅 购物方便_苏州姑苏娄门塘坊苑二手房(苏州链家),2020-05-11,4室1厅,115.0, (共5层),22609,5,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,115.0,0.0,0.0,21000,-500.0,-461.5,20038.5,230.44275
155,平江新城,0,0.0,普通住宅,梅花新村,高,0,0.0,107102513685,192.0,房间都比较大适合 看房方便 好房_苏州姑苏平江新城梅花新村二手房(苏州链家),2020-05-11,5室2厅,85.5, (共6层),22457,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,17000,-500.0,-3000.0,13500.0,114.75
159,胥江,0,0.0,普通住宅,梅亭苑,高,0,0.0,107102515970,210.0,梅亭苑 4室3厅 210万_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-05-11,4室3厅,132.93, (共5层),15798,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,132.0,0.0,0.0,20000,-500.0,-2000.0,17500.0,231.0
161,留园西园,0,0.0,普通住宅,鑫苑景园,低,1,38.74,107102518254,360.0,鑫苑景园一楼南边带院子，精装修自住保养好，采光好_苏州姑苏留园西园鑫苑景园二手房(苏州链家),2020-05-11,4室2厅,129.0, (共6层),27907,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,129.0,0.0,0.0,20000,-500.0,3437.0,22937.0,295.8873
162,金阊新城,0,0.0,普通住宅,宝邻苑,高,0,0.0,107102518458,175.0,此房满五年，房东诚心出售，带独立车库_苏州姑苏金阊新城宝邻苑二手房(苏州链家),2020-05-12,4室2厅,71.0, (共6层),24648,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,17000,-500.0,-3000.0,13500.0,95.85
165,桃花坞,0,0.0,普通住宅,贻德里,低,0,0.0,107102519151,145.0,房卡房 独门户 自住装修 出脚方便_苏州姑苏桃花坞贻德里二手房(苏州链家),2020-05-12,4室1厅,74.31, (共2层),19513,2,,2000.0,0.0,1.0,1.0,1.0,1.0,0.0,74.0,1.0,0.0,23000,-500.0,5000.0,27500.0,203.5
166,南门,2,21.63,普通住宅,盘福苑,高,0,0.0,107102519217,330.0,盘福苑 4室2厅 330万_苏州姑苏南门盘福苑二手房(苏州链家),2020-05-12,4室2厅,119.0, (共5层),27732,5,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,119.0,0.0,0.0,21000,-500.0,81.5,20581.5,244.91985
167,沧浪新城,1,12.08,普通住宅,承信小区,高,0,0.0,107102520152,388.5,满五，带独库，空间大楼层好，采光刺眼_苏州姑苏沧浪新城承信小区二手房(苏州链家),2020-05-12,5室2厅,190.0, (共4层),20448,4,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,17000,-500.0,604.0,17104.0,324.976
168,留园西园,0,0.0,普通住宅,嘉业阳光城,高,0,0.0,107102520384,390.0,房子满五，不唯一，采光好，通透全明户型_苏州姑苏留园西园嘉业阳光城二手房(苏州链家),2020-05-12,4室4厅,194.0, (共5层),20104,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,194.0,0.0,0.0,20000,-500.0,-2000.0,17500.0,339.5
171,南门,1,17.26,普通住宅,南环花苑,高,0,0.0,107102526013,300.0,南环菜场旁南环花苑五楼顶复2000年房龄超大汽车库_苏州姑苏南门南环花苑二手房(苏州链家),2020-05-13,4室2厅,120.0, (共5层),25000,5,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,120.0,0.0,1.0,21000,-500.0,1913.0,22413.0,268.956
175,平江新城,1,8.8,普通住宅,梅花新村,高,0,0.0,107102530660,200.0,梅花新顶复，装修好保养佳，小区中间位置，看房随时_苏州姑苏平江新城梅花新村二手房(苏州链家),2020-05-14,4室1厅,114.0, (共6层),17544,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,114.0,0.0,1.0,17000,-500.0,90.0,16590.0,189.126
176,金门,1,9.02,普通住宅,新元二村,高,0,0.0,107102532298,326.0,自住精装5楼复式，客厅挑高采光通透 业主订房急售_苏州姑苏金门新元二村二手房(苏州链家),2020-05-15,5室2厅,184.08, (共5层),17710,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,184.0,0.0,0.0,20000,-500.0,-549.0,18951.0,348.6984
178,平江新城,0,0.0,普通住宅,梅花三村,高,0,0.0,107102534056,200.0,此房满五年，顶楼复式，采光好，户型正气，全明户型_苏州姑苏平江新城梅花三村二手房(苏州链家),2020-05-15,4室2厅,98.86, (共5层),20231,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,98.0,0.0,1.0,17000,-500.0,-1928.2318430103176,14571.768156989683,142.8033279384989
180,胥江,0,0.0,普通住宅,公园天下,高,0,0.0,107102510622,480.0,公园天下，5楼复式，客厅挑空的，自住装修，诚心出售_苏州姑苏胥江公园天下二手房(苏州链家),2020-05-10,5室2厅,240.0, (共5层),20000,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,240.0,0.0,0.0,20000,-500.0,-2000.0,17500.0,420.0
181,金门,0,0.0,别墅,寒舍,低,0,0.0,107102472145,568.0,568万古城中式别墅小区里面带花园_苏州姑苏金门寒舍二手房(苏州链家),2020-05-02,4室2厅,200.8, (共3层),28287,3,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,200.0,1.0,0.0,20000,-500.0,5000.0,24500.0,490.0
182,留园西园,1,5.91,普通住宅,钱塘家园,高,0,0.0,107102473876,330.0,钱塘家园 4室2厅 330万_苏州姑苏留园西园钱塘家园二手房(苏州链家),2020-05-02,4室2厅,150.0, (共5层),22000,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,150.0,0.0,0.0,20000,-500.0,-704.5,18795.5,281.9325
183,葑门,0,0.0,普通住宅,现代花园,高,0,0.0,107102476950,251.0,现代二期白房子 精装复式房 4朝南房间 全明户型 满5_苏州姑苏葑门现代花园二手房(苏州链家),2020-05-03,4室2厅,112.0, (共5层),22411,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,112.0,0.0,0.0,20000,-500.0,-2000.0,17500.0,196.0
184,金阊新城,0,0.0,普通住宅,富强新苑二区,高,0,0.0,107102479204,298.0,富强新苑顶复包汽车库自行车库自住精装修满5唯一_苏州姑苏金阊新城富强新苑二区二手房(苏州链家),2020-05-04,5室2厅,189.0, (共5层),15768,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,189.0,0.0,1.0,17000,-500.0,-350.0,16150.0,305.235
186,胥江,1,2.7,普通住宅,梅亭苑,高,0,0.0,107102482519,192.0,姑苏区梅亭苑小区，4房自住精装，保养好，可自做晒台_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-05-04,4室2厅,96.0, (共5层),20000,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,96.0,0.0,0.0,20000,-500.0,-865.0,18635.0,178.896
188,留园西园,1,10.81,普通住宅,春馨园D区,高,0,0.0,107102483561,198.0,顶带阁楼 采光好 利用率高 视野宽阔_苏州姑苏留园西园春馨园D区二手房(苏州链家),2020-05-04,5室3厅,120.0, (共5层),16500,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,120.0,0.0,1.0,20000,-500.0,1490.5,20990.5,251.886
189,十全街,1,20.92,普通住宅,南石皮弄,低,0,0.0,107102484587,410.0,南石皮弄 5室2厅 410万_苏州姑苏十全街南石皮弄二手房(苏州链家),2020-05-05,5室2厅,160.0, (共2层),25625,2,,2000.0,0.0,1.0,1.0,1.0,1.0,0.0,160.0,1.0,0.0,23000,-500.0,7046.0,29546.0,472.736
192,金门,0,0.0,普通住宅,彩香二村,低,1,15.6,107102487345,314.5,彩香大面积一楼带院子，看房方便_苏州姑苏金门彩香二村二手房(苏州链家),2020-05-05,4室2厅,119.1, (共6层),26407,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,119.0,0.0,0.0,20000,-500.0,2280.0,21780.0,259.182
197,平江新城,0,0.0,普通住宅,官渎花园,高,0,0.0,107102496506,168.0,官渎花园 复式两层 楼下57.5平方楼上按一半面积_苏州姑苏平江新城官渎花园二手房(苏州链家),2020-05-07,4室0厅,81.7, (共5层),20564,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,17000,-500.0,-2000.0,14500.0,117.45
198,桃花坞,1,7.97,普通住宅,桂和公寓,高,0,0.0,107102497161,310.0,养育巷 乐桥 顶层复式 带俩车位 20多平独立车库 急售_苏州姑苏桃花坞桂和公寓二手房(苏州链家),2020-05-07,4室2厅,149.09, (共5层),20793,5,,2000.0,0.0,1.0,1.0,1.0,1.0,0.0,149.0,0.0,0.0,23000,-500.0,-601.5,21898.5,326.28765
199,南门,1,3.62,普通住宅,南华公寓,高,0,0.0,107102500152,258.0,05年新的南环公寓 5楼复式 带晒台 有独立车库_苏州姑苏南门南华公寓二手房(苏州链家),2020-05-08,5室2厅,127.24, (共5层),20277,5,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,127.0,0.0,0.0,21000,-500.0,-819.0,19681.0,249.9487
201,金门,0,0.0,别墅,寒舍,低,0,0.0,107102501773,595.0,小区前排，花园大，南进门，总价低，业主诚心出售_苏州姑苏金门寒舍二手房(苏州链家),2020-05-08,4室3厅,223.0, (共3层),26682,3,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,223.0,1.0,0.0,20000,-500.0,5000.0,24500.0,530.031975
203,留园西园,1,7.36,普通住宅,倪家桥,高,0,0.0,107102505966,255.0,倪家桥 复式大四房 可住三代人 业主诚心出售_苏州姑苏留园西园倪家桥二手房(苏州链家),2020-05-09,4室2厅,148.18, (共5层),17209,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,148.0,0.0,0.0,20000,-500.0,-632.0,18868.0,279.2464
206,胥江,3,26.37,普通住宅,姑香苑,高,0,0.0,107102509664,344.0,姑香远三期五楼复式诚意出售带自车库，可拎包入住_苏州姑苏胥江姑香苑二手房(苏州链家),2020-05-10,4室3厅,188.0, (共6层),18298,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,188.0,0.0,0.0,20000,-500.0,-681.5,18818.5,353.7878
209,桃花坞,0,0.0,普通住宅,包衙前,低,0,0.0,107102510060,350.0,包衙前 4室2厅 350万_苏州姑苏桃花坞包衙前二手房(苏州链家),2020-05-10,4室2厅,120.0, (共2层),29167,2,,2000.0,0.0,1.0,1.0,1.0,1.0,0.0,120.0,1.0,0.0,23000,-500.0,5000.0,27500.0,330.0
210,胥江,1,2.68,普通住宅,梅亭苑,高,0,0.0,107102472053,220.0,梅亭苑 4室2厅 220万_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-05-02,4室2厅,132.0, (共5层),16667,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,132.0,0.0,0.0,20000,-500.0,-866.0,18634.0,245.9688
211,娄门,0,0.0,普通住宅,娄江新村(姑苏区),高,0,0.0,107102425426,248.0,护城河畔 顶楼复式 自住精装 满五唯一_苏州姑苏娄门娄江新村(姑苏区)二手房(苏州链家),2020-04-22,4室2厅,86.79, (共6层),28575,6,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,86.0,0.0,1.0,21000,-500.0,-2906.7000806544524,17593.299919345547,151.3023793063717
216,胥江,1,8.54,普通住宅,广大家园,高,0,0.0,107102430769,260.0,带独库 不靠高架 生活交通便利_苏州姑苏胥江广大家园二手房(苏州链家),2020-04-23,4室2厅,134.91, (共5层),19273,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,134.0,0.0,0.0,20000,-500.0,-573.0,18927.0,253.6218
222,胥江,2,19.73,普通住宅,新沧花园,高,0,0.0,107102438069,327.0,新上复式房源，产权满五唯一，顶楼复式，南北阳台_苏州姑苏胥江新沧花园二手房(苏州链家),2020-04-24,4室2厅,166.0, (共6层),19699,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,166.0,0.0,1.0,20000,-500.0,936.5,20436.5,339.2459
224,留园西园,0,0.0,普通住宅,新庄二村,低,2,27.32,107102442165,245.0,西环路  新庄新村旁 新庄二村 一楼带大花园 开门 急_苏州姑苏留园西园新庄二村二手房(苏州链家),2020-04-25,4室2厅,93.0, (共6层),26345,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,93.0,0.0,0.0,20000,-500.0,2866.0,22366.0,208.0038
229,留园西园,1,10.78,别墅,丽景花苑,低,1,61.18,107102452298,775.0,一楼带院，户型方正，客厅大 ，视野开阔_苏州姑苏留园西园丽景花苑二手房(苏州链家),2020-04-27,6室1厅,250.0, (共1层),31000,1,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,250.0,1.0,0.0,20000,-500.0,10598.0,30098.0,708.39375
230,南门,2,24.58,普通住宅,南环一村,低,0,0.0,107102452678,299.8,南环一村 4室2厅 299.8万_苏州姑苏南门南环一村二手房(苏州链家),2020-04-27,4室2厅,151.36, (共3层),19808,3,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,151.0,0.0,0.0,21000,-500.0,2729.0,23229.0,350.7579
231,娄门,2,30.14,普通住宅,日规路1号,高,0,0.0,107102455062,268.0,房龄新 经典空中花园  满五年唯一住房_苏州姑苏娄门日规路1号二手房(苏州链家),2020-04-28,4室2厅,105.0, (共6层),25524,6,,2000.0,0.0,0.0,1.0,1.0,0.0,0.0,105.0,0.0,0.0,21000,-2500.0,-493.0,18007.0,189.0735
232,南门,2,14.61,普通住宅,东大街12号院,高,0,0.0,107102458361,235.0,此房满五年，复式，视野开阔，采光充足，实用空间大_苏州姑苏南门东大街12号院二手房(苏州链家),2020-04-29,4室3厅,83.73, (共5层),28067,5,,2000.0,0.0,0.0,1.0,1.0,0.0,0.0,83.0,0.0,0.0,21000,-2500.0,-269.5,18230.5,151.31315
241,沧浪新城,1,16.65,普通住宅,福星小区,高,0,0.0,107102380893,320.0,此房实用面积大 精装修 有大的车库 采光良好_苏州姑苏沧浪新城福星小区二手房(苏州链家),2020-04-12,4室2厅,142.0, (共5层),22536,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,17000,-500.0,-167.5,16332.5,231.9215
242,胥江,2,18.94,普通住宅,泰南苑,高,0,0.0,107102382637,289.0,泰南苑 五楼复式 全新现代化精装修 带车库车位_苏州姑苏胥江泰南苑二手房(苏州链家),2020-04-12,4室2厅,122.0, (共5层),23689,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,122.0,0.0,0.0,20000,-500.0,-53.0,19447.0,237.2534
243,平江新城,1,21.06,普通住宅,新天地家园南区,高,0,0.0,107102383475,358.0,新天地家园低单价五室，业主诚售，户型好_苏州姑苏平江新城新天地家园南区二手房(苏州链家),2020-04-13,5室2厅,157.29, (共5层),22761,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,17000,-500.0,53.0,16553.0,259.8821
245,虎丘,2,12.7,普通住宅,虎阜花园东区,高,0,0.0,107102388957,306.0,此房高楼层，采光好，视野佳，诚意出售，看房随时_苏州姑苏虎丘虎阜花园东区二手房(苏州链家),2020-04-14,6室2厅,160.0, (共6层),19125,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,17000,-500.0,-1365.0,15135.0,242.16
246,金阊新城,0,0.0,普通住宅,宝邻苑,高,0,0.0,107102388991,230.0,宝邻苑，4室2厅，纯毛坯，改善住宅，价格可谈。_苏州姑苏金阊新城宝邻苑二手房(苏州链家),2020-04-14,4室2厅,101.0, (共6层),22773,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,17000,-500.0,-3000.0,13500.0,136.35
250,葑门,0,0.0,普通住宅,现代花园,高,0,0.0,107102391178,250.0,2006年第三期红色房子，带电瓶车车库，婚装_苏州姑苏葑门现代花园二手房(苏州链家),2020-04-15,4室2厅,97.0, (共5层),25774,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,97.0,0.0,0.0,20000,-500.0,-2000.0,17500.0,169.75
252,平江新城,0,0.0,普通住宅,梅花三村,高,0,0.0,107102391728,228.0,梅花三村四室，户型方正，采光无遮挡，房主诚心出售。_苏州姑苏平江新城梅花三村二手房(苏州链家),2020-04-15,4室2厅,98.86, (共5层),23063,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,17000,-500.0,-2000.0,14500.0,142.1
253,平江新城,0,0.0,普通住宅,官渎花园,高,0,0.0,107102393035,213.0,官渎花园 4室2厅 213万_苏州姑苏平江新城官渎花园二手房(苏州链家),2020-04-15,4室2厅,122.0, (共5层),17460,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,17000,-500.0,-2000.0,14500.0,176.9
254,胥江,2,30.22,普通住宅,新康花园,高,0,0.0,107102393084,400.0,4楼复式，带2个大露台。带车位和独库20平，领包入住_苏州姑苏胥江新康花园二手房(苏州链家),2020-04-15,5室2厅,183.0, (共4层),21858,4,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,183.0,0.0,0.0,20000,-500.0,1511.0,21011.0,384.5013
256,平江新城,0,0.0,普通住宅,中梁天御三区,低,2,83.11,107102397569,850.0,新挂牌小区中间位置叠加别墅毛坯交付咨询链J袁海青_苏州姑苏平江新城中梁天御三区二手房(苏州链家),2020-04-16,5室3厅,381.93, (共5层),22256,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,381.0,0.0,0.0,17000,-500.0,5655.5,22155.5,759.518823225
259,虎丘,2,11.17,普通住宅,虎阜花园西区,高,0,0.0,107102402883,303.0,满二，精装修，可以直接拎包入住！_苏州姑苏虎丘虎阜花园西区二手房(苏州链家),2020-04-17,4室2厅,148.0, (共5层),20473,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,17000,-500.0,-441.5,16058.5,237.6658
262,沧浪新城,2,20.18,普通住宅,友联一村,高,0,0.0,107102404065,235.0,友联一村 4室2厅 235万_苏州姑苏沧浪新城友联一村二手房(苏州链家),2020-04-17,4室2厅,163.0, (共6层),14418,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,17000,-500.0,-991.0,15509.0,252.7967
264,苏州大学,3,48.84,普通住宅,东环路1199号,高,0,0.0,107102408096,470.0,空中叠加，满五年唯一，精装修，诚心出售_苏州姑苏苏州大学东环路1199号二手房(苏州链家),2020-04-18,4室2厅,239.7, (共4层),19608,4,,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,239.0,0.0,0.0,20000,-2500.0,2442.0,19942.0,476.6138
267,胥江,2,28.14,普通住宅,新康花园,高,0,0.0,107102420237,420.0,此房为新康花园复式户型正气业主自住精装修保养好_苏州姑苏胥江新康花园二手房(苏州链家),2020-04-20,5室2厅,200.38, (共5层),20961,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,200.0,0.0,0.0,20000,-500.0,407.0,19907.0,398.14
268,金阊新城,1,12.05,普通住宅,富强新苑二区,高,0,0.0,107102424651,280.0,富强新苑二区 5室3厅 280万_苏州姑苏金阊新城富强新苑二区二手房(苏州链家),2020-04-21,5室3厅,187.96, (共5层),14897,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,17000,-500.0,-397.5,16102.5,301.11675
273,留园西园,2,21.88,普通住宅,嘉业阳光城,高,0,0.0,107102330859,325.0,此房满五年，配套实施完善、交通便利户型很受欢迎_苏州姑苏留园西园嘉业阳光城二手房(苏州链家),2020-04-02,5室3厅,209.0, (共5层),15551,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,209.0,0.0,0.0,20000,-500.0,94.0,19594.0,409.5146
275,胥江,2,39.53,普通住宅,胥馨家园,高,0,0.0,107102334432,400.0,胥馨家园 胥江路 5楼复式 带晒台 价格可谈 独库21平_苏州姑苏胥江胥馨家园二手房(苏州链家),2020-04-03,5室2厅,196.68, (共5层),20338,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,196.0,0.0,0.0,20000,-500.0,976.5,20476.5,401.3394
276,留园西园,0,0.0,别墅,玖园,低,0,0.0,107102335682,699.0,市区联排别墅 纯毛坯南北院子 带汽车库地下室 有钥匙_苏州姑苏留园西园玖园二手房(苏州链家),2020-04-03,5室2厅,280.0, (共2层),24965,2,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,280.0,1.0,0.0,20000,-500.0,5000.0,24500.0,645.96
278,葑门,0,0.0,普通住宅,现代花园,高,0,0.0,107102341272,260.0,急售 欧尚 家乐福旁 2000年房龄 带独库_苏州姑苏葑门现代花园二手房(苏州链家),2020-04-04,5室1厅,150.8, (共5层),17242,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,150.0,0.0,0.0,20000,-500.0,-2000.0,17500.0,262.5
281,胥江,0,0.0,普通住宅,金桥新村,高,0,0.0,107102344209,260.0,胥江新村，顶楼复式，精装修可拎包入住_苏州姑苏胥江金桥新村二手房(苏州链家),2020-04-05,5室2厅,134.0, (共6层),19403,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,134.0,0.0,1.0,20000,-500.0,-1050.0,18450.0,247.23
282,金阊新城,0,0.0,普通住宅,富强新苑二区,高,0,0.0,107102345181,255.0,此房满五，业主自住，安静宜居，出行方便，采光好_苏州姑苏金阊新城富强新苑二区二手房(苏州链家),2020-04-05,4室2厅,153.0, (共5层),16667,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,17000,-500.0,-2000.0,14500.0,221.85
286,平江新城,1,12.89,普通住宅,汇翠花园,高,0,0.0,107102352262,325.0,此房楼间距大，中间楼层。采光没问题，户型正气，_苏州姑苏平江新城汇翠花园二手房(苏州链家),2020-04-06,4室2厅,154.0, (共5层),21104,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,17000,-500.0,-355.5,16144.5,248.6253
288,留园西园,0,0.0,普通住宅,缘园小区,高,0,0.0,107102360010,238.0,4房朝南独立两户外楼梯 采光全天照晒全明户型_苏州姑苏留园西园缘园小区二手房(苏州链家),2020-04-08,4室3厅,131.36, (共5层),18119,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,131.0,0.0,0.0,20000,-500.0,-2000.0,17500.0,229.25
